"Year","Newspaper","Art_form","Artist_origin","Artist_time","Format","Aesthetic","Commercial","Political"
"1960","DN","Classical music","Domestic","Present","Live","No","No","No"
"1960","DN","Other","Other Europe","Present","Recording","No","No","Yes"
"1960","DN","Film","USA","Present","Recording","Yes","No","Yes"
"1960","DN","Popular music","USA","Present","Recording","No","No","No"
"1960","DN","Other","Other","Present","Live","No","No","No"
"1960","DN","Classical music","Other Europe","Historical","Recording","No","No","No"
"1960","DN","Theatre","Other Europe","Present","Live","No","No","No"
"1960","DN","Literature","Domestic","Present","Live","No","Yes","Yes"
"1960","DN","Other","Domestic","Present","Live","No","No","Yes"
"1960","DN","Film","Domestic","Present","Recording","No","Yes","Yes"
"1960","DN","Classical music","Domestic","Present","Live","No","Yes","No"
"1960","DN","Other","Other","Historical","Live","No","No","Yes"
"1960","DN","Film","Domestic","Present","Recording","No","Yes","Yes"
"1960","DN","Classical music","Other Europe","Present","Live","Yes","No","Yes"
"1960","DN","Fine arts","Other Europe","Present","Live","No","No","Yes"
"1960","DN","Theatre","Other Europe","Historical","Live","No","No","No"
"1960","DN","Theatre","Other","Present","Live","No","No","Yes"
"1960","DN","Classical music","Other Europe","Historical","Live","No","No","No"
"1960","DN","Theatre","Domestic","Present","Live","Yes","No","Yes"
"1960","DN","Other","Domestic","Pre WW2","Live","Yes","No","No"
"1960","DN","Theatre","USA","Present","Recording","No","No","Yes"
"1960","DN","Classical music","Other","Historical","Live","Yes","No","No"
"1960","DN","Classical music","Other","Historical","Live","No","No","No"
"1960","DN","Classical music","Other","Historical","Live","Yes","No","No"
"1960","DN","Theatre","Other Europe","Historical","Live","No","No","Yes"
"1960","DN","Theatre","Domestic","Present","Live","No","No","Yes"
"1960","DN","Classical music","Other","Present","Live","No","No","Yes"
"1960","DN","Film","Domestic","Present","Recording","No","No","No"
"1960","DN","Classical music","Other Europe","Historical","Live","Yes","Yes","Yes"
"1960","DN","Classical music","Other Europe","Historical","Live","No","No","Yes"
"1960","DN","Theatre","Other Europe","Present","Live","No","Yes","Yes"
"1960","DN","Theatre","Domestic","Present","Live","No","No","Yes"
"1960","DN","Classical music","Other","Present","Live","No","Yes","Yes"
"1960","DN","Theatre","Other Europe","Present","Live","No","Yes","No"
"1960","DN","Film","Domestic","Present","Recording","No","No","No"
"1960","DN","Film","USA","Present","Recording","No","No","No"
"1960","DN","Film","USA","Present","Recording","No","No","Yes"
"1960","DN","Film","USA","Present","Recording","No","No","No"
"1960","DN","Film","Other Europe","Present","Recording","No","No","Yes"
"1960","DN","Theatre","Other Europe","Present","Live","No","No","No"
"1960","DN","Film","USA","Present","Recording","No","No","No"
"1960","DN","Theatre","Other Europe","Historical","Live","No","No","No"
"1960","DN","Theatre","Other Europe","Historical","Live","No","No","No"
"1960","DN","Classical music","USA","Present","Recording","No","No","No"
"1960","DN","Theatre","Other Europe","Historical","Live","Yes","Yes","Yes"
"1960","DN","Classical music","Other","Historical","Live","No","No","No"
"1960","DN","Film","Domestic","Present","Recording","Yes","Yes","Yes"
"1960","DN","Film","Other Europe","Present","Recording","Yes","Yes","Yes"
"1960","DN","Theatre","Other","Historical","Live","Yes","Yes","Yes"
"1960","DN","Popular music","Other","Present","Live","No","No","No"
"1960","DN","Literature","Other Europe","Present","Recording","Yes","Yes","Yes"
"1960","DN","Other","Domestic","Present","Recording","No","Yes","No"
"1960","DN","Literature","Domestic","Present","Recording","No","Yes","No"
"1960","DN","Literature","Domestic","Present","Recording","No","Yes","Yes"
"1960","DN","Literature","Domestic","Present","Recording","Yes","Yes","Yes"
"1960","DN","Literature","Other Europe","Present","Recording","No","Yes","Yes"
"1960","DN","Literature","Domestic","Present","Recording","Yes","Yes","No"
"1960","DN","Other","Other Europe","Present","Recording","Yes","No","No"
"1960","DN","Theatre","Other Europe","Post WW2","Live","Yes","No","Yes"
"1960","DN","Theatre","Other Europe","Pre WW2","Live","No","No","No"
"1960","DN","Theatre","Other Europe","Historical","Live","No","Yes","No"
"1960","DN","Other","Other","Historical","Recording","Yes","No","Yes"
"1960","DN","Film","USA","Present","Recording","No","No","No"
"1960","DN","Classical music","Other Europe","Historical","Live","No","No","Yes"
"1960","DN","Classical music","Domestic","Present","Live","No","No","No"
"1970","DN","Theatre","Domestic","Present","Live","No","No","No"
"1970","DN","TV","Domestic","Present","Recording","No","No","No"
"1970","DN","TV","Domestic","Present","Recording","No","No","No"
"1970","DN","Theatre","Domestic","Present","Live","Yes","No","No"
"1970","DN","Other","USA","Present","Live","Yes","No","No"
"1970","DN","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"1970","DN","Film","USA","Present","Recording","Yes","No","No"
"1970","DN","Classical music","Other Europe","Pre WW2","Live","No","No","No"
"1970","DN","Classical music","Other Europe","Present","Live","No","No","No"
"1970","DN","Popular music","USA","Present","Live","Yes","No","No"
"1970","DN","Other","Domestic","Present","Recording","Yes","No","No"
"1970","DN","Theatre","Other Europe","Historical","Live","No","No","No"
"1970","DN","Popular music","Other Europe","Present","Live","No","No","No"
"1970","DN","Popular music","Other Europe","Present","Live","No","No","No"
"1970","DN","Theatre","Other Europe","Post WW2","Live","No","No","No"
"1970","DN","Theatre","Domestic","Present","Live","No","No","No"
"1970","DN","Theatre","Domestic","Pre WW2","Live","Yes","No","No"
"1970","DN","Film","Other Europe","Present","Recording","Yes","No","No"
"1970","DN","Classical music","Other Europe","Historical","Live","Yes","No","No"
"1970","DN","TV","USA","Present","Recording","Yes","Yes","Yes"
"1970","DN","TV","Domestic","Present","Recording","Yes","No","No"
"1970","DN","Film","USA","Present","Recording","Yes","No","No"
"1970","DN","Classical music","Other Europe","Present","Recording","Yes","No","No"
"1970","DN","TV","Domestic","Present","Recording","Yes","No","No"
"1970","DN","Other","USA","Present","Recording","No","No","No"
"1970","DN","TV","Domestic","Present","Recording","No","No","No"
"1970","DN","Popular music","Domestic","Present","Live","No","No","No"
"1970","DN","Other","Domestic","Present","Live","No","No","No"
"1970","DN","Fine arts","Domestic","Present","Recording","No","No","No"
"1970","DN","Theatre","Other Europe","Present","Live","Yes","No","No"
"1970","DN","Popular music","USA","Present","Live","No","No","No"
"1970","DN","Popular music","Other","Present","Live","No","No","No"
"1970","DN","Popular music","Domestic","Present","Recording","No","No","No"
"1970","DN","Classical music","Other Europe","Present","Live","Yes","No","No"
"1970","DN","Classical music","Domestic","Present","Live","Yes","No","No"
"1970","DN","Film","Domestic","Present","Live","No","No","No"
"1970","DN","Theatre","USA","Pre WW2","Live","Yes","No","Yes"
"1970","DN","Other","USA","Present","Live","Yes","No","No"
"1970","DN","Film","Domestic","Present","Recording","Yes","Yes","No"
"1970","DN","Theatre","Domestic","Present","Live","No","No","No"
"1970","DN","Theatre","Domestic","Present","Live","No","No","No"
"1970","DN","Film","USA","Pre WW2","Recording","Yes","No","No"
"1970","DN","Popular music","USA","Present","Recording","Yes","No","No"
"1970","DN","Theatre","Domestic","Present","Live","No","No","No"
"1970","DN","Classical music","Other Europe","Present","Recording","Yes","No","No"
"1970","DN","Popular music","Other Europe","Present","Live","No","No","No"
"1970","DN","Popular music","USA","Present","Live","Yes","No","No"
"1970","DN","Other","Other Europe","Pre WW2","Recording","Yes","No","No"
"1970","DN","Theatre","Other Europe","Historical","Live","Yes","No","No"
"1970","DN","Film","Other Europe","Present","Recording","Yes","No","No"
"1970","DN","Classical music","Other Europe","Present","Live","Yes","No","No"
"1970","DN","Theatre","Domestic","Present","Live","No","No","No"
"1970","DN","Theatre","Domestic","Present","Recording","Yes","No","No"
"1970","DN","Classical music","Domestic","Present","Live","Yes","No","No"
"1970","DN","Other","Other","Present","Live","No","No","No"
"1970","DN","Theatre","Other Europe","Present","Live","Yes","No","No"
"1970","DN","Other","Domestic","Present","Live","No","No","No"
"1970","DN","Popular music","Other Europe","Present","Live","No","No","No"
"1970","DN","Popular music","USA","Present","Live","No","No","No"
"1970","DN","Film","Domestic","Present","Recording","Yes","No","Yes"
"1970","DN","Popular music","Domestic","Present","Live","No","No","No"
"1970","DN","Theatre","Domestic","Present","Recording","No","No","No"
"1970","DN","Other","Domestic","Present","Live","No","No","No"
"1970","DN","TV","Other Europe","Present","Recording","Yes","No","Yes"
"1970","DN","Classical music","Domestic","Present","Recording","No","No","No"
"1970","DN","Theatre","Domestic","Pre WW2","Live","Yes","No","No"
"1970","DN","Popular music","USA","Present","Live","Yes","No","No"
"1970","DN","TV","Other Europe","Present","Recording","Yes","No","No"
"1970","DN","Other","Domestic","Present","Recording","Yes","No","No"
"1970","DN","Other","Domestic","Present","Live","Yes","No","No"
"1970","DN","Theatre","Other Europe","Pre WW2","Live","Yes","No","No"
"1970","DN","Theatre","Other Europe","Post WW2","Live","No","No","Yes"
"1970","DN","Theatre","Other Europe","Pre WW2","Live","No","No","Yes"
"1970","DN","Popular music","Other Europe","Present","Recording","No","No","No"
"1970","DN","Film","Domestic","Present","Recording","No","Yes","Yes"
"1970","DN","Theatre","Other Europe","Historical","Live","No","No","Yes"
"1970","DN","Other","Other","Post WW2","Live","No","No","No"
"1970","DN","Film","Other Europe","Present","Recording","No","No","No"
"1970","DN","Theatre","Other Europe","Present","Recording","No","No","No"
"1970","DN","Popular music","Other","Present","Live","No","No","No"
"1970","DN","Popular music","Other","Present","Live","No","No","No"
"1970","DN","Film","Domestic","Present","Recording","No","No","Yes"
"1970","DN","Popular music","Other Europe","Present","Recording","No","No","No"
"1970","DN","Film","Other","Present","Recording","No","No","No"
"1970","DN","Film","USA","Present","Recording","No","No","Yes"
"1970","DN","TV","Other Europe","Present","Recording","No","No","Yes"
"1970","DN","Other","Other","Present","Live","No","No","No"
"1970","DN","Theatre","Domestic","Present","Live","No","Yes","Yes"
"1970","DN","Theatre","Domestic","Present","Live","No","Yes","Yes"
"1970","DN","Popular music","USA","Present","Recording","No","No","No"
"1970","DN","Classical music","Other Europe","Present","Recording","Yes","Yes","Yes"
"1970","DN","Literature","Domestic","Present","Recording","No","Yes","No"
"1970","DN","Other","Domestic","Present","Live","No","Yes","No"
"1970","DN","Theatre","Domestic","Present","Live","No","No","No"
"1970","DN","Theatre","Other Europe","Present","Live","No","Yes","Yes"
"1970","DN","Film","Domestic","Present","Recording","Yes","No","Yes"
"1970","DN","Other","Domestic","Present","Recording","No","Yes","Yes"
"1970","DN","TV","Other","Present","Recording","Yes","No","Yes"
"1970","DN","Theatre","Domestic","Present","Recording","No","Yes","Yes"
"1970","DN","Classical music","Domestic","Present","Live","Yes","No","Yes"
"1970","DN","TV","Domestic","Present","Recording","No","Yes","Yes"
"1970","DN","Popular music","USA","Present","Live","No","No","Yes"
"1970","DN","Other","Domestic","Present","Live","No","Yes","No"
"1970","DN","Classical music","Other","Present","Live","No","Yes","Yes"
"1970","DN","Film","Other Europe","Present","Recording","Yes","No","Yes"
"1970","DN","Theatre","Domestic","Present","Live","No","Yes","Yes"
"1970","DN","Popular music","USA","Present","Live","No","No","Yes"
"1970","DN","Popular music","Other","Present","Live","Yes","No","No"
"1970","DN","Other","Domestic","Present","Recording","No","No","Yes"
"1970","DN","Other","Domestic","Present","Live","No","Yes","Yes"
"1970","DN","Popular music","Domestic","Present","Live","No","No","No"
"1970","DN","Popular music","Other","Present","Live","No","No","No"
"1970","DN","Theatre","Domestic","Present","Live","No","No","Yes"
"1970","DN","Theatre","Other Europe","Present","Live","No","No","Yes"
"1970","DN","Popular music","USA","Present","Live","No","No","No"
"1970","DN","Other","Domestic","Present","Recording","No","No","Yes"
"1970","DN","Film","Other","Present","Recording","Yes","No","Yes"
"1970","DN","Popular music","Domestic","Present","Live","No","Yes","Yes"
"1970","DN","Film","Other Europe","Present","Recording","Yes","No","Yes"
"1970","DN","Classical music","Other","Historical","Recording","Yes","No","No"
"1970","DN","TV","USA","Present","Recording","No","Yes","Yes"
"1970","DN","Popular music","Other","Present","Live","No","No","No"
"1970","DN","Theatre","Domestic","Present","Live","No","Yes","Yes"
"1970","DN","Popular music","Domestic","Present","Live","No","No","No"
"1970","DN","Other","Other Europe","Historical","Recording","No","No","Yes"
"1970","DN","Classical music","Domestic","Present","Recording","No","Yes","No"
"1970","DN","Other","Other","Present","Live","No","No","No"
"1970","DN","Theatre","USA","Present","Live","No","No","Yes"
"1970","DN","Popular music","Other Europe","Present","Live","No","No","Yes"
"1970","DN","Popular music","Domestic","Present","Recording","No","Yes","No"
"1970","DN","Classical music","Other Europe","Historical","Recording","No","Yes","Yes"
"1970","DN","TV","Other Europe","Present","Recording","No","Yes","Yes"
"1970","DN","Classical music","Domestic","Present","Live","Yes","Yes","Yes"
"1970","DN","Film","Domestic","Present","Recording","Yes","No","Yes"
"1970","DN","Film","USA","Present","Recording","No","No","Yes"
"1970","DN","TV","Other Europe","Present","Recording","No","No","No"
"1970","DN","Other","Other","Present","Recording","No","Yes","No"
"1970","DN","TV","Other Europe","Present","Recording","No","No","Yes"
"1970","DN","Film","Other Europe","Present","Recording","Yes","No","Yes"
"1970","DN","Theatre","Domestic","Present","Live","No","No","Yes"
"1970","DN","Theatre","Domestic","Present","Live","Yes","No","Yes"
"1970","DN","TV","Other Europe","Present","Recording","No","No","No"
"1970","DN","Theatre","Domestic","Present","Live","No","No","No"
"1970","DN","Theatre","Other Europe","Present","Live","No","No","Yes"
"1970","DN","Film","Domestic","Present","Recording","No","No","No"
"1970","DN","TV","USA","Present","Recording","No","No","Yes"
"1970","DN","Theatre","Domestic","Present","Live","No","No","Yes"
"1970","DN","Theatre","Domestic","Present","Live","Yes","No","Yes"
"1970","DN","TV","Domestic","Present","Recording","No","No","Yes"
"1970","DN","Other","Other Europe","Present","Live","Yes","No","Yes"
"1970","DN","Theatre","Domestic","Present","Live","Yes","No","Yes"
"1970","DN","Film","Other","Present","Recording","Yes","No","Yes"
"1970","DN","Film","Domestic","Present","Recording","No","No","Yes"
"1970","DN","Other","Domestic","Present","Recording","No","No","Yes"
